product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
674,Салфетки влажные,5438,956,Товары для дома,Отличается хорошей совместимостью с другими продуктами питания.,2015-02-04,2027-01-03,0.79,Backorder
675,Окра,9789,128,Овощи,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",1997-06-03,2010-08-09,0.25,Awaiting Review
676,Киви,9429,113,Фрукты,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2005-02-08,2025-01-08,0.81,Cancelled
677,Чай зеленый,6201,65,Бакалея,Является важной составляющей рациона для поддержания общего здоровья и благополучия.,2001-03-07,2014-01-06,2.38,Pending
678,Масло сливочное,6227,508,Молочные продукты,"Отличается приятным ароматом, который усиливает аппетит.",2003-01-04,2017-01-01,0.59,Sold
679,Бурятская,6260,253,Напитки,Помогает улучшить работу мозга и повысить концентрацию внимания.,2008-05-19,2030-04-14,4.29,Out of Stock
680,Щавель,335,254,Овощи,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",1991-04-21,2013-10-16,1.67,On Backorder
681,Помело,9951,530,Фрукты,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2020-04-15,2023-01-05,1.0,Temporarily Unavailable
682,Кострец,7010,907,Мясо,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",2013-02-15,2021-02-16,1.03,Out of Stock
683,Сосиски,5641,565,Мясо,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2000-01-02,2029-01-06,3.76,New
684,Крыжовник,6559,356,Фрукты,Может быть использован в выпечке для придания ей особой пышности и аромата.,2001-08-01,2013-08-05,1.37,Delivered
685,Ямс,3716,931,Овощи,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",1995-02-01,2000-01-01,4.48,Available for Pickup
686,Освежитель воздуха,3794,104,Товары для дома,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",2010-01-19,2026-04-10,1.56,Shipping
687,Простокваша,9216,144,Молочные продукты,"Популярен среди спортсменов и людей, ведущих активный образ жизни.",2004-01-03,2025-01-02,4.53,Awaiting Payment
688,Бамия,9625,970,Овощи,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2015-02-20,2022-04-07,0.04,Shipping
689,Пакеты для конференции,7844,100,Товары для дома,Является важным компонентом сбалансированного рациона питания.,2009-02-22,2010-04-05,1.77,Pending
690,Турнепс,5402,901,Овощи,"Доступен в различных упаковках и форматах, что упрощает выбор подходящего варианта.",2012-04-03,2023-06-05,2.57,Sold
691,Полотенца банные,3104,536,Товары для дома,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",2011-02-08,2013-05-16,2.15,Available for Pickup
692,Смузи мангово-ананасовый,9288,247,Напитки,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2005-02-09,2015-03-02,3.93,Available for Pickup
693,Апельсин,6577,172,Фрукты,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",1994-07-05,2026-03-21,0.7,Awaiting Payment
694,Конфи,3753,77,Мясо,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",2002-01-09,2011-02-16,4.37,On Backorder
695,Самарская,3227,495,Напитки,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",2007-02-02,2023-03-06,4.84,In Stock
696,Кастрюли,8164,815,Товары для дома,"Отличается высоким содержанием витаминов группы D, необходимых для здоровья костей и иммунитета.",1990-09-17,2019-01-03,1.68,Shipping
697,Пакеты для музея,6198,623,Товары для дома,Помогает поддерживать нормальный уровень артериального давления.,2022-01-11,2024-02-18,0.49,In Stock
698,Ветчина,1262,793,Мясо,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2016-04-17,2029-03-09,2.01,New
699,Пакеты для офиса,4818,749,Товары для дома,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",1998-05-05,2006-02-16,2.1,New
700,Пастернак,4801,641,Овощи,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,1997-07-01,2011-09-11,1.64,Delivered
701,Алтайская россыпь,5317,924,Напитки,"Доступен в различных упаковках и форматах, что упрощает выбор подходящего варианта.",1996-06-05,2007-04-06,2.71,Sold
702,Сыр,9891,474,Молочные продукты,Помогает поддерживать оптимальный вес и форму тела.,2008-03-14,2029-03-17,0.06,Pending
703,Пастернак,4801,641,Овощи,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2008-03-02,2028-06-16,2.06,New
704,Адыгейский сыр,7680,357,Молочные продукты,Помогает поддерживать здоровый цвет лица и упругость кожи.,2012-02-17,2020-03-10,2.58,Refunded
705,Укроп,3177,683,Овощи,"Обладает антиоксидантными свойствами, защищающими клетки от повреждений.",2013-06-17,2028-01-11,3.1,Pending
706,Ребрышки,4588,283,Мясо,"Отличается высоким содержанием витамина K, необходимого для свертывания крови и здоровья костей.",1990-05-10,2002-02-16,1.31,Cancelled
707,Чебуреки,9207,27,Мясо,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2018-03-01,2023-07-06,2.14,Awaiting Payment
708,Абрикос,1369,181,Фрукты,Отличается низким содержанием насыщенных жиров и холестерина.,2003-02-09,2008-02-08,4.3,Sold
709,Самса,5677,417,Мясо,Отвечает всем современным стандартам качества и безопасности.,2014-02-03,2027-05-10,1.48,Awaiting Payment
710,Творог,4924,781,Молочные продукты,Рекомендуется для ежедневного потребления в умеренных количествах.,1991-01-22,2029-01-07,0.74,Shipping
711,Голландский сыр,1902,993,Молочные продукты,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2006-01-01,2012-02-05,0.92,Delivered
712,Пахта,455,280,Молочные продукты,Подходит для использования в диетических программах для похудения.,1997-05-03,2028-08-03,1.68,Available for Pickup
713,Зубная щетка,7038,567,Товары для дома,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",2001-02-03,2005-06-01,2.43,Sold
714,Каша из дробленого кускуса,7900,21,Бакалея,Может использоваться в вегетарианской диете как источник белка.,1992-06-03,1993-03-06,1.01,Out of Stock
715,Российский сыр,1038,652,Молочные продукты,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2014-02-01,2026-02-07,1.68,In Stock
716,Айва,7051,390,Фрукты,Прошел проверку на соответствие экологическим нормам и стандартам.,1993-07-01,2000-01-08,1.93,Pending
717,Капучино,7564,594,Напитки,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2020-02-13,2029-04-03,3.83,Available for Pickup
718,Моцарелла,7287,521,Молочные продукты,"Отличается высоким содержанием фолиевой кислоты, необходимой для формирования новых клеток.",1991-02-16,2011-04-09,0.66,Available for Pickup
719,Черника,3171,730,Фрукты,Способствует укреплению иммунной системы благодаря содержанию пробиотиков.,2012-02-28,2017-10-13,3.24,Pending
720,Перец болгарский,6209,631,Овощи,"Обеспечивает организм необходимыми жирами, белками и углеводами.",2018-03-15,2030-01-18,4.89,Backorder
721,Спаржа,5034,756,Овощи,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",2021-01-05,2028-01-01,3.56,Backorder
722,Пылесос,8835,47,Товары для дома,"Помогает поддерживать нормальный уровень ацетилхолина, нейромедиатора, ответственного за память и обучение.",1993-06-06,2008-01-05,0.53,On Backorder
723,Огурец,6744,269,Овощи,"Отличается высоким содержанием калия, необходимого для нормальной работы сердца.",1998-04-08,2007-06-01,1.64,Delivered
724,Старый источник,5858,953,Напитки,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2002-03-02,2005-01-01,0.02,On Backorder
725,Горох,1619,226,Овощи,"Отличается высоким содержанием пикногенола, мощного антиоксиданта, полезного для кожи и сосудов.",1997-02-13,2009-04-10,1.1,Sold
726,Фенхель,3560,145,Овощи,Подходит для использования в диетических программах для похудения.,1999-02-25,2026-08-03,3.76,Out of Stock
727,Грудинка копченая,2675,856,Мясо,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1991-02-17,1992-01-26,3.09,Cancelled
728,Расческа,6407,980,Товары для дома,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2003-10-07,2012-09-11,4.5,Shipping
729,Ложки столовые,1540,400,Товары для дома,Помогает поддерживать нормальный уровень энергии и выносливости.,2002-01-02,2027-05-26,4.12,Delivered
730,Наволочки,1389,278,Товары для дома,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",2017-01-20,2027-01-23,2.54,Pending
731,Мороженое,4452,760,Молочные продукты,Является важным элементом спортивного питания для восстановления после тренировок.,2002-01-17,2028-05-17,3.95,Out of Stock
732,Кольраби,758,379,Овощи,Является важным компонентом сбалансированного рациона питания.,2021-05-06,2028-01-08,4.53,Awaiting Payment
733,Манго,9652,168,Фрукты,"Подходит для людей, следящих за своим весом, благодаря низкому содержанию калорий.",2016-03-03,2021-01-20,2.08,Out of Stock
734,Редис,7680,632,Овощи,"Помогает поддерживать нормальный уровень серотонина, гормона счастья.",2019-06-10,2024-07-02,2.67,Cancelled
735,Бекон,695,597,Мясо,"Натуральный продукт, богатый витаминами и минералами, необходимыми для поддержания здоровья.",2011-07-19,2020-01-27,4.44,Backorder
736,Клинская,2241,735,Напитки,Может использоваться в вегетарианской диете как источник белка.,2006-07-07,2025-01-12,4.36,Awaiting Review
737,Конина,5056,19,Мясо,Способствует нормализации обмена веществ в организме.,1992-03-01,2001-01-07,0.68,On Backorder
738,Пакет для заморозки,2252,919,Товары для дома,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",1994-01-01,1997-05-13,0.53,Available for Pickup
739,Папайя,7836,870,Фрукты,Может быть использован в качестве заменителя менее полезных продуктов.,1998-01-09,2007-01-02,1.34,Awaiting Payment
740,Mountain Dew,1017,517,Напитки,Помогает улучшать качество сна и снижать уровень тревожности.,2018-04-03,2024-01-01,3.75,Temporarily Unavailable
741,Сельдерей,1435,4,Овощи,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2021-01-06,2026-03-06,2.1,New
742,Фахитас с мясом,5332,175,Мясо,Подходит для использования в рационе людей с повышенным давлением.,2008-01-01,2021-02-01,2.12,New
743,Верблюжье молоко,9912,28,Молочные продукты,Помогает поддерживать нормальный уровень триглицеридов в крови.,2022-02-02,2027-01-02,1.01,Cancelled
744,Ивантеевская,6992,843,Напитки,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2006-09-09,2027-01-20,3.35,Backorder
745,Чеддер,7487,546,Молочные продукты,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2012-01-02,2016-05-17,2.37,Pending
746,Сало,7018,292,Мясо,"Обладает приятным вкусом и мягкой текстурой, что делает его популярным выбором среди потребителей.",1993-07-10,2026-05-03,1.4,Pending
747,Инжир,6101,583,Фрукты,Прошел тестирование на отсутствие ГМО и вредных химических соединений.,1996-04-15,2026-03-12,2.66,Refunded
748,Миринда,8093,807,Напитки,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1996-01-07,2024-02-10,1.07,Pending
749,Пакеты для игрушек,8982,348,Товары для дома,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1991-08-11,2023-03-01,2.5,Shipping
750,Петрушка сушеная,9914,465,Бакалея,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",2008-02-01,2012-01-03,1.12,Temporarily Unavailable
751,Мята перечная сушеная,6294,34,Бакалея,Прошел сертификацию на соответствие требованиям органических стандартов.,2020-01-01,2026-03-11,0.72,Refunded
752,Паприка острая молотая,9705,655,Бакалея,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,2006-03-15,2023-10-07,2.48,Delivered
753,Копчености,6154,127,Мясо,Помогает поддерживать нормальный уровень pH в организме.,2019-03-01,2028-03-02,0.22,New
754,Evian,4399,14,Напитки,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1991-02-12,2024-02-02,3.22,Returned
755,Капуста белокочанная,9228,924,Овощи,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2010-10-01,2026-05-05,4.92,Returned
756,Пакеты для детских вещей,5833,256,Товары для дома,"Помогает поддерживать нормальный уровень кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2016-01-06,2026-02-06,1.1,Awaiting Review
757,Растительное масло рапсовое,959,629,Бакалея,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1996-05-08,2005-01-13,1.28,Awaiting Payment
758,Окра,6001,773,Овощи,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",1998-02-11,2013-02-01,3.97,Temporarily Unavailable
759,Кухонные ножи,3911,594,Товары для дома,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2006-01-07,2017-03-13,4.92,Shipping
760,Одеяла,6736,529,Товары для дома,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2011-04-02,2023-01-01,3.86,Returned
761,Огурец,3677,432,Овощи,"Обеспечивает организм необходимыми жирами, белками и углеводами.",2009-01-05,2013-03-02,0.39,Cancelled
762,Мороженое,9475,32,Молочные продукты,Отличается высокой степенью очистки и отсутствия посторонних примесей.,1992-01-08,1994-05-07,3.6,Sold
763,Папайя,6118,546,Фрукты,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",1999-11-21,2029-05-04,4.35,Refunded
764,Манго,7962,657,Фрукты,"Помогает улучшить состояние волос, ногтей и кожи.",1991-07-19,2000-03-19,4.96,Backorder
765,Перец болгарский,8727,156,Овощи,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",1990-03-05,2012-01-04,2.39,Cancelled
766,Каша из дробленной овсянки,7167,854,Бакалея,"Отличается высоким содержанием апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1999-03-12,2021-09-15,0.33,Pending
767,Гамбургеры,4291,608,Мясо,"Отличается высоким содержанием ликопина, каротиноида, полезного для здоровья простаты и кожи.",2015-07-06,2018-01-02,2.36,Pending
768,Каша из дробленой булгура,2369,45,Бакалея,"Помогает поддерживать нормальный уровень куркумина, вещества, обладающего противовоспалительными и антиоксидантными свойствами.",2021-05-04,2030-02-05,1.19,Sold
769,Черника,9980,791,Фрукты,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",2010-02-21,2026-01-07,4.97,Pending
770,Фейхоа,1103,282,Фрукты,Помогает поддерживать нормальный уровень триглицеридов в крови.,1992-02-13,2011-01-19,3.59,Sold
771,Златоустовская,4065,591,Напитки,"Помогает поддерживать нормальный уровень гистамина, важного для иммунной системы.",1991-01-18,2002-04-16,2.88,Delivered
772,Спаржа,4347,669,Овощи,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",2019-05-03,2021-01-05,1.14,On Backorder
773,Брокколи,7120,676,Овощи,Отличается хорошей совместимостью с другими продуктами питания.,2009-01-03,2027-03-17,2.83,Out of Stock
774,Марийская,941,677,Напитки,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",1998-01-15,2024-02-05,3.98,Backorder
775,Брюква,9020,207,Овощи,Рекомендуется для включения в рацион беременных женщин и кормящих матерей.,2008-07-11,2030-03-14,4.55,Out of Stock
776,Брынза,6718,796,Молочные продукты,"Отличается высоким содержанием эллаговой кислоты, вещества, обладающего противораковыми свойствами.",2017-04-19,2020-01-04,3.18,Sold
777,Авокадо,5908,518,Фрукты,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2018-01-15,2018-03-01,4.75,On Backorder
778,Белый перец молотый,6710,773,Бакалея,Подходит для использования в рационе людей с повышенным давлением.,2014-01-16,2028-06-12,3.95,Refunded
779,Новороссийская,3455,133,Напитки,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1992-01-09,2025-01-01,3.46,Delivered
780,Кольраби,5849,778,Овощи,"Помогает поддерживать нормальный уровень глюкагона, гормона, регулирующего уровень глюкозы в крови.",2007-01-02,2008-06-07,4.11,Cancelled
781,Новый свет,3948,526,Напитки,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2021-01-02,2029-02-02,1.37,Refunded
782,Ямс,5316,201,Овощи,Помогает сохранять бодрость и активность в течение дня.,2016-04-02,2027-06-12,2.61,Sold
783,Молоко,9102,939,Молочные продукты,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",2004-02-14,2016-09-01,0.82,Available for Pickup
784,Электрочайник,9385,821,Товары для дома,"Не содержит консервантов и красителей, что делает его экологически чистым продуктом.",2005-05-05,2020-07-05,2.08,Awaiting Payment
785,Пакеты для Дня Земли,2455,498,Товары для дома,Отличается гипоаллергенностью и безопасностью для большинства людей.,1992-07-01,2014-01-22,3.18,In Stock
786,Топинамбур,5293,607,Овощи,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",2015-01-03,2018-04-11,1.57,Out of Stock
787,Спаржа,5101,518,Овощи,Помогает поддерживать нормальный уровень артериального давления.,2011-02-13,2028-01-13,3.36,Temporarily Unavailable
788,Хурма,4170,583,Фрукты,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2003-01-03,2014-03-05,3.05,New
789,Пакеты для Дня независимости,9978,206,Товары для дома,Отличается натуральным составом и отсутствием искусственных добавок.,2010-05-16,2011-01-07,0.45,Awaiting Payment
790,Пажитник сушеный,6611,755,Бакалея,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",1999-01-03,1999-02-23,4.92,Backorder
791,Эмменталь,7588,898,Молочные продукты,Прошел сертификацию на соответствие требованиям органических стандартов.,2013-01-01,2018-04-10,2.98,Sold
792,Ложки столовые,1953,797,Товары для дома,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2006-02-05,2030-07-01,2.3,Available for Pickup
793,Крыжовник,2870,294,Фрукты,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2000-07-07,2004-10-01,1.89,Cancelled
794,Открывалка для бутылок,3706,624,Товары для дома,Помогает поддерживать нормальный обмен веществ и метаболизм.,2000-01-06,2020-01-12,2.93,Sold
795,Чеддер,7595,133,Молочные продукты,"Помогает поддерживать нормальный уровень адреналина, гормона стресса и возбуждения.",2002-08-08,2030-11-09,0.42,Sold
796,Роллы с мясом,3335,291,Мясо,"Отличается высоким содержанием инозитола, необходимого для здоровья нервной системы.",2009-01-12,2028-05-02,0.34,New
797,Морковь,9584,28,Овощи,Помогает поддерживать здоровый цвет лица и упругость кожи.,2010-01-12,2013-06-03,1.68,Returned
798,Репа,4753,85,Овощи,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2005-02-18,2013-02-25,2.74,Returned
799,Лардон,7726,247,Мясо,Помогает поддерживать нормальный уровень глюкозы в крови.,2016-01-15,2019-06-14,2.04,In Stock
800,Обуховская,5806,337,Напитки,Может использоваться в вегетарианской диете как источник белка.,2001-02-01,2004-02-10,3.4,Out of Stock
801,Козлятина,1549,614,Мясо,"Обладает мягким вкусом, который нравится многим потребителям.",2005-01-03,2011-03-02,3.8,Awaiting Review
802,Каша из дробленной манной крупы,8265,123,Бакалея,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,2011-04-01,2024-03-04,2.41,Delivered
803,Пакеты для детских вещей,5316,951,Товары для дома,"Имеет длительный срок хранения, что позволяет всегда иметь его под рукой.",1993-06-01,2013-11-08,1.07,New
804,Фейхоа,5143,481,Фрукты,"Отличается высоким содержанием даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2007-03-05,2014-02-01,4.76,Delivered
805,Чеддер,157,474,Молочные продукты,"Является источником витаминов группы B, необходимых для энергетического обмена.",1990-01-04,2016-07-14,0.86,Backorder
806,Пищевая пленка,589,814,Товары для дома,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",1994-06-05,2019-02-03,1.29,In Stock
807,Стейк,7117,619,Мясо,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",1994-02-07,1995-03-02,0.41,Awaiting Payment
808,Карамбола,4512,531,Фрукты,Отличается хорошим сочетанием с различными специями и приправами.,1993-02-24,2003-06-02,1.11,Available for Pickup
809,Фейхоа,9691,560,Фрукты,Широко используется в традиционной и современной кухне.,1991-11-06,2020-01-22,2.0,Temporarily Unavailable
810,Задняя часть,436,591,Мясо,Может использоваться в вегетарианской диете как источник белка.,2010-06-04,2015-02-27,0.19,On Backorder
811,Пледы,7333,861,Товары для дома,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2007-01-09,2025-02-09,2.65,Delivered
812,Постельное белье,3980,211,Товары для дома,"Отличается высоким содержанием пикногенола, мощного антиоксиданта, полезного для кожи и сосудов.",2014-04-06,2018-01-05,2.13,Pending
813,Мацони,8869,5,Молочные продукты,"Отличается высоким содержанием марганца, необходимого для здоровья костей и соединительных тканей.",2008-03-01,2018-04-06,1.66,On Backorder
814,Фанта,9752,640,Напитки,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2002-05-12,2012-05-02,0.51,Backorder
815,Карбонад,4192,364,Мясо,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2009-09-03,2021-05-05,1.36,Sold
816,Брюква,5898,879,Овощи,"Популярен среди спортсменов и людей, ведущих активный образ жизни.",2001-02-01,2004-05-06,0.98,On Backorder
817,Ростовская-на-Дону,5760,331,Напитки,Помогает поддерживать мышечную массу и улучшает спортивные результаты.,1991-05-07,2018-05-01,2.99,Awaiting Review
818,Каша из манной крупы,1786,529,Бакалея,Может использоваться в косметических процедурах для увлажнения кожи.,2018-04-01,2027-01-08,2.0,New
819,Брокколи,9444,848,Овощи,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2001-04-11,2028-03-17,4.64,Refunded
820,Пармезан,1781,91,Молочные продукты,"Отличается высоким содержанием таурина, необходимого для здоровья глаз и сердца.",1991-07-01,2029-01-03,4.47,New
821,Славяновская,1629,315,Напитки,Помогает поддерживать нормальный уровень триглицеридов в крови.,2007-07-20,2013-04-05,2.45,Sold
822,Гауда,2475,81,Молочные продукты,Помогает поддерживать оптимальный вес и форму тела.,1994-03-03,1997-02-19,1.58,On Backorder
823,"Специи (перец, куркума, зира)",6191,957,Бакалея,Помогает поддерживать нормальную функцию щитовидной железы благодаря содержанию йода.,1996-02-15,1997-02-01,1.95,Cancelled
824,Кабачок,6131,564,Овощи,Помогает поддерживать нормальный уровень холестерина в крови.,2011-02-09,2022-02-01,4.5,Delivered
825,Камамбер,5992,302,Молочные продукты,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,1992-01-11,2003-07-03,0.27,In Stock
826,Кофе эспрессо,6678,70,Напитки,Может использоваться в косметических процедурах для увлажнения кожи.,2005-09-10,2015-01-04,1.98,Available for Pickup
827,Картофель,1212,843,Овощи,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2010-05-04,2021-02-08,4.87,Cancelled
828,Туалетная бумага,5904,726,Товары для дома,"Универсальный продукт, который можно использовать в приготовлении как сладких, так и соленых блюд.",2016-01-08,2021-01-11,2.0,On Backorder
829,Наборы столовых приборов,5583,119,Товары для дома,"Помогает поддерживать здоровую кожу, волосы и ногти благодаря содержанию биотина.",2008-01-11,2030-01-06,0.29,On Backorder
830,Сырокопченая колбаса,8296,969,Мясо,"Отличается высоким содержанием фтора, необходимого для здоровья зубов и костей.",2012-01-16,2022-03-04,0.62,Shipping
831,Пятновыводитель,8765,876,Товары для дома,Отличается высокой усвояемостью и не вызывает дискомфорта в желудке.,2004-03-11,2026-07-03,4.76,Backorder
832,Солнечногорская,9699,367,Напитки,Отличается стабильностью вкуса и качества в течение всего срока хранения.,2020-02-05,2030-01-02,2.89,Available for Pickup
833,Айва,1083,898,Фрукты,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2022-04-18,2027-06-09,4.75,Cancelled
834,Ульяновская,5969,8,Напитки,Может быть использован в выпечке для придания ей особой пышности и аромата.,2016-04-10,2017-08-02,0.43,Out of Stock
835,Кефир,1759,293,Молочные продукты,"Отличается высоким содержанием карнитина, необходимого для преобразования жиров в энергию.",1996-05-03,2015-01-25,2.52,Temporarily Unavailable
836,Растительное масло тыквенное,6235,203,Бакалея,Является важным компонентом рациона для поддержания гормонального баланса.,2002-03-01,2006-01-01,2.96,Sold
837,Кровяная колбаса,8668,917,Мясо,Помогает поддерживать нормальный уровень энергии и выносливости.,1998-01-12,2001-11-01,3.27,Out of Stock
838,Топинамбур,8223,543,Овощи,"Помогает поддерживать нормальный уровень эндорфинов, гормонов радости и удовольствия.",1998-07-01,2015-02-01,3.78,Pending
839,Баклажан,7934,71,Овощи,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2010-01-10,2024-07-05,4.61,Out of Stock
840,Пакеты для косметики,1057,473,Товары для дома,Отличается хорошим сочетанием с различными специями и приправами.,2014-02-03,2028-02-02,3.32,On Backorder
841,Виноград,4869,98,Фрукты,Способствует нормализации обмена веществ в организме.,2001-01-15,2015-01-03,0.63,Backorder
842,Бумажные полотенца,138,182,Товары для дома,"Отличается высоким содержанием глютамина, необходимого для восстановления мышц после физических нагрузок.",2020-02-03,2024-01-13,0.48,Returned
843,Прошутто,9043,854,Мясо,"Отличается высоким содержанием мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2022-01-10,2030-06-03,4.52,Pending
844,Киноа,3911,613,Бакалея,Помогает поддерживать нормальный уровень гормонов в организме.,2013-01-03,2023-04-02,1.87,Sold
845,Яблоко,4475,256,Фрукты,"Отличается высоким содержанием биотина, необходимого для здоровья волос, кожи и ногтей.",2019-02-01,2022-01-01,0.03,Temporarily Unavailable
846,Каша из дробленой перловки,2084,855,Бакалея,Отличается простотой в использовании и хранении.,2007-04-15,2010-03-16,1.11,New
847,Полотенца банные,4915,778,Товары для дома,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2008-01-18,2017-05-04,2.29,In Stock
848,Одеяла,8722,697,Товары для дома,"Отличается высоким содержанием ненасыщенных жирных кислот, полезных для сердца.",1998-05-12,2019-05-14,4.52,Delivered
849,Домашние колбасы,5883,922,Мясо,"Помогает поддерживать нормальный уровень лептина, гормона насыщения.",2010-02-04,2026-07-08,0.88,Sold
850,Горох,1439,695,Овощи,"Является источником витаминов группы B, необходимых для энергетического обмена.",2005-06-07,2021-03-04,0.1,New
851,Российский сыр,8743,209,Молочные продукты,Помогает нормализовать артериальное давление и уровень холестерина.,2010-02-02,2015-01-20,1.96,Awaiting Review
852,Топинамбур,6467,924,Овощи,Используется в косметологии для ухода за кожей и волосами.,1998-01-03,1999-02-03,2.03,Out of Stock
853,Манго,9445,557,Фрукты,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,1996-02-24,2018-03-07,1.16,Awaiting Payment
854,Голландский сыр,5886,665,Молочные продукты,"Отличается высоким содержанием ликопина, каротиноида, полезного для здоровья простаты и кожи.",1991-08-07,2005-06-14,4.47,Awaiting Payment
855,Каймак,341,32,Молочные продукты,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,1999-05-04,2002-02-02,1.75,Sold
856,Укроп,2291,24,Овощи,Помогает поддерживать нормальный уровень холестерина в крови.,2010-10-04,2021-10-06,3.01,Backorder
